crop,location,quantity,demand,market_price,recommended_price
Potato,Pune,626,6,15.0,16.03
Potato,Hyderabad,446,8,18.5,21.19
Beans,Hyderabad,158,9,48.5,59.34
Carrot,Patna,207,3,26.5,27.35
Carrot,Hyderabad,414,7,44.5,50.15
Onion,Kolkata,271,6,20.0,21.47
Brinjal,Chennai,202,7,22.0,24.79
Tomato,Pune,487,3,25.0,24.22
Potato,Patna,763,7,16.0,16.88
Brinjal,Mumbai,326,6,29.5,33.31
Brinjal,Delhi,120,7,28.0,32.89
Onion,Kolkata,457,9,35.5,39.62
Carrot,Mumbai,117,5,39.0,45.31
Spinach,Mumbai,68,8,27.0,32.11
Beans,Chennai,185,4,39.5,44.17
Beans,Patna,80,1,27.0,27.66
Tomato,Pune,322,3,20.5,20.96
Tomato,Bangalore,454,4,22.0,23.07
Beans,Bangalore,107,8,51.5,63.4
Tomato,Bangalore,236,9,33.0,38.19
Beans,Mumbai,152,3,42.5,47.61
Beans,Delhi,321,4,30.5,33.72
Cauliflower,Mumbai,186,8,38.5,45.26
Cauliflower,Pune,229,6,18.5,20.91
Brinjal,Pune,506,4,22.5,23.79
Spinach,Kolkata,194,6,15.0,15.8
Tomato,Mumbai,253,9,29.5,35.35
Onion,Chennai,136,7,37.5,44.63
Potato,Kolkata,512,10,15.0,17.25
Potato,Kolkata,137,8,21.0,24.01
Onion,Patna,385,1,20.5,19.47
Spinach,Hyderabad,106,7,19.5,20.89
Cauliflower,Patna,286,6,16.0,16.51
Tomato,Delhi,234,7,32.5,36.73
Spinach,Delhi,130,3,28.5,29.82
Cauliflower,Pune,619,6,28.5,31.1
Carrot,Mumbai,474,8,33.0,39.47
Potato,Bangalore,137,7,18.0,21.65
Cabbage,Pune,368,4,14.0,14.56
Tomato,Chennai,188,6,23.0,25.93
Carrot,Hyderabad,219,5,38.5,41.19
Brinjal,Delhi,411,5,29.0,31.67
Peas,Delhi,97,8,55.0,68.7
Spinach,Delhi,159,10,24.0,28.67
Onion,Delhi,632,8,41.0,46.87
Cabbage,Pune,395,6,16.0,17.35
Onion,Hyderabad,781,4,27.0,28.3
Spinach,Bangalore,264,4,26.5,28.34
Potato,Patna,1431,8,17.0,18.11
Cauliflower,Bangalore,170,8,28.5,32.8
Cabbage,Patna,134,3,18.5,18.53
Carrot,Bangalore,120,4,34.5,38.93
Cauliflower,Pune,416,1,27.5,26.17
Tomato,Hyderabad,216,5,20.5,21.7
Tomato,Kolkata,372,5,31.0,32.05
Brinjal,Hyderabad,173,4,28.5,30.22
Cauliflower,Pune,221,5,28.5,30.75
Brinjal,Delhi,71,4,20.0,22.15
Onion,Pune,319,8,33.5,38.36
Tomato,Mumbai,540,6,24.0,26.62
Peas,Mumbai,172,9,35.5,44.46
Carrot,Patna,370,6,33.5,34.01
Brinjal,Kolkata,54,6,28.5,32.64
Cabbage,Delhi,350,8,23.0,26.79
Spinach,Mumbai,84,2,29.5,30.54
Potato,Hyderabad,578,5,17.5,19.24
Potato,Kolkata,474,4,14.5,15.3
Beans,Hyderabad,129,5,43.5,49.93
Potato,Hyderabad,1002,9,16.5,19.33
Carrot,Mumbai,489,7,48.0,55.97
Cauliflower,Delhi,114,5,26.0,29.38
Cauliflower,Kolkata,758,9,23.0,25.17
Onion,Patna,1449,5,32.5,31.63
Brinjal,Chennai,297,10,27.0,31.68
Carrot,Chennai,483,10,40.0,47.9
Peas,Pune,117,3,55.0,56.77
Potato,Mumbai,514,4,20.5,22.65
Carrot,Mumbai,73,9,46.0,56.94
Spinach,Chennai,115,9,23.5,27.92
Beans,Delhi,205,5,38.5,44.11
Peas,Bangalore,64,9,51.5,66.62
Cauliflower,Pune,308,6,31.0,33.21
Brinjal,Pune,329,9,21.5,24.31
Peas,Delhi,315,9,52.0,62.37
Peas,Delhi,96,4,59.5,67.52
Carrot,Bangalore,315,7,46.0,52.48
Onion,Chennai,1856,10,26.0,30.14
Beans,Hyderabad,56,2,29.0,32.01
Beans,Chennai,158,3,31.0,33.19
Carrot,Kolkata,403,1,27.5,26.17
Cauliflower,Chennai,154,2,18.0,17.84
Cabbage,Patna,190,7,16.0,17.27
Tomato,Patna,312,5,20.0,21.14
Spinach,Bangalore,58,7,20.0,23.51
Potato,Bangalore,1141,4,19.5,21.13
Potato,Bangalore,596,4,24.0,27.11
Tomato,Bangalore,173,5,29.0,32.23
Peas,Delhi,112,6,56.0,66.77
Peas,Kolkata,318,4,35.0,37.53
Onion,Pune,1387,5,37.0,37.95
Cauliflower,Mumbai,94,9,24.5,29.69
Tomato,Bangalore,388,5,34.0,38.07
Peas,Patna,98,5,47.0,50.1
Onion,Bangalore,702,8,39.5,47.11
Beans,Hyderabad,260,4,39.0,43.35
Carrot,Delhi,290,6,41.5,46.49
Brinjal,Chennai,152,5,24.5,26.54
Potato,Delhi,369,4,17.0,18.78
Carrot,Bangalore,242,6,35.5,40.25
Cabbage,Hyderabad,321,8,17.0,19.37
Tomato,Bangalore,587,6,26.5,29.17
Beans,Delhi,255,5,53.5,60.48
Tomato,Pune,188,4,30.5,32.65
Peas,Bangalore,156,9,51.0,62.68
Spinach,Delhi,143,8,21.5,25.1
Tomato,Pune,385,8,33.0,36.72
Cauliflower,Hyderabad,198,7,25.5,29.18
Brinjal,Delhi,1171,10,31.5,36.71
Tomato,Bangalore,260,6,23.0,25.17
Potato,Mumbai,584,5,19.5,21.67
Tomato,Kolkata,59,7,29.5,32.43
Brinjal,Bangalore,580,5,34.0,36.37
Cabbage,Chennai,561,4,15.0,16.17
Carrot,Pune,191,3,37.0,39.43
Peas,Bangalore,399,3,32.5,35.44
Cabbage,Delhi,527,10,21.5,25.31
Carrot,Mumbai,78,5,32.5,37.16
Beans,Patna,132,6,39.5,44.59
Cauliflower,Chennai,198,8,33.5,38.44
Spinach,Hyderabad,176,6,22.0,24.1
Carrot,Mumbai,936,4,38.5,43.39
Spinach,Mumbai,120,9,25.0,29.5
Potato,Bangalore,1090,6,17.5,19.62
Tomato,Patna,346,2,22.5,21.52
Brinjal,Mumbai,155,9,34.0,40.11
Beans,Bangalore,138,4,44.0,51.21
Carrot,Bangalore,117,10,40.5,50.63
Cauliflower,Chennai,131,6,20.5,22.59
Spinach,Hyderabad,137,5,17.5,18.35
Tomato,Hyderabad,686,4,31.0,31.07
Peas,Mumbai,493,8,39.0,47.58
Beans,Pune,150,4,33.0,37.17
Beans,Bangalore,48,8,47.5,57.48
Brinjal,Chennai,287,8,30.5,34.28
Onion,Kolkata,440,5,33.0,34.45
Peas,Delhi,137,3,33.0,36.27
Potato,Bangalore,852,9,22.5,26.63
Cabbage,Delhi,265,7,16.5,18.5
Cauliflower,Mumbai,105,6,31.5,35.9
Spinach,Bangalore,116,4,16.0,16.99
Carrot,Delhi,218,9,37.0,42.79
Tomato,Patna,481,5,32.5,31.06
Onion,Hyderabad,641,3,25.0,26.26
Brinjal,Bangalore,1335,5,26.0,26.62
Carrot,Chennai,437,7,29.0,32.68
Carrot,Delhi,177,6,40.5,44.89
Carrot,Hyderabad,440,6,38.5,41.55
Cabbage,Mumbai,1005,5,16.0,17.51
Onion,Pune,1301,5,26.0,27.35
Brinjal,Kolkata,151,8,29.0,32.03
Peas,Bangalore,228,6,34.0,39.8
Cauliflower,Kolkata,464,4,27.5,28.12
Cauliflower,Pune,1142,6,32.5,34.69
Spinach,Patna,169,3,21.5,20.98
Peas,Mumbai,227,5,55.0,63.36
Spinach,Hyderabad,109,6,19.0,21.2
Beans,Hyderabad,83,7,40.5,45.62
Tomato,Patna,245,4,31.5,32.05
Brinjal,Pune,441,6,31.0,32.0
Cauliflower,Kolkata,211,8,30.0,32.91
Tomato,Pune,373,5,27.0,27.8
Onion,Hyderabad,558,3,21.0,21.28
Onion,Chennai,640,7,41.5,48.38
Tomato,Kolkata,377,5,17.0,17.29
Tomato,Delhi,198,8,22.5,26.32
Peas,Patna,73,7,35.5,39.61
Onion,Delhi,164,10,40.0,48.24
Potato,Delhi,392,6,23.5,27.5
Potato,Hyderabad,218,7,18.0,19.63
Spinach,Patna,38,6,14.0,15.18
Spinach,Delhi,55,9,25.0,29.52
Beans,Pune,129,5,51.5,58.28
Tomato,Mumbai,830,6,25.0,27.72
Spinach,Chennai,68,4,22.5,23.92
Onion,Mumbai,274,6,36.0,42.03
Peas,Pune,242,7,61.0,69.84
Tomato,Kolkata,201,7,17.5,18.86
Tomato,Patna,543,5,26.0,25.24
Carrot,Kolkata,162,4,31.5,34.11
Onion,Kolkata,1608,6,29.0,30.17
Brinjal,Hyderabad,392,3,28.0,27.46
Spinach,Delhi,99,6,22.5,24.81
Tomato,Mumbai,294,6,23.5,24.93
Onion,Mumbai,566,5,33.5,38.32
Potato,Bangalore,703,3,16.0,17.32
Cabbage,Pune,397,5,14.5,15.45
Onion,Patna,1148,7,22.0,24.49
Tomato,Delhi,119,3,19.5,21.07
Peas,Hyderabad,369,6,36.0,40.81
Carrot,Hyderabad,97,9,31.5,37.91
Beans,Pune,159,7,46.0,53.17
Beans,Patna,355,4,33.0,35.28
Spinach,Kolkata,131,5,17.0,17.72
Beans,Bangalore,281,6,39.5,46.92
Potato,Pune,444,7,21.5,24.67
Tomato,Kolkata,88,6,17.5,19.29
Cabbage,Mumbai,373,8,20.0,23.19
Beans,Patna,328,4,46.5,47.99
Potato,Delhi,462,2,18.5,19.68
Peas,Hyderabad,54,6,42.5,47.97
Brinjal,Patna,550,4,21.0,20.98
Brinjal,Pune,247,4,27.5,28.43
Carrot,Chennai,117,6,36.5,40.56
Beans,Bangalore,144,4,44.5,51.25
Potato,Mumbai,1041,6,24.0,27.82
Onion,Hyderabad,285,7,21.5,24.39
Onion,Kolkata,652,4,33.0,35.6
Peas,Pune,369,4,35.5,38.74
Potato,Delhi,199,2,20.0,21.72
Spinach,Kolkata,73,3,21.0,20.62
Cauliflower,Delhi,866,7,21.5,23.69
Tomato,Bangalore,99,4,22.0,23.58
Onion,Mumbai,399,4,32.0,36.12
Tomato,Bangalore,448,7,37.5,41.49
Potato,Pune,644,8,17.5,19.68
Peas,Bangalore,103,10,45.5,57.27
Spinach,Hyderabad,165,6,26.0,27.85
Onion,Delhi,373,6,37.0,42.51
Onion,Mumbai,328,9,42.0,50.93
Cauliflower,Hyderabad,183,7,33.0,36.5
Cabbage,Kolkata,134,8,13.5,15.22
Onion,Chennai,382,6,31.0,34.9
Potato,Pune,608,6,20.0,21.28
Brinjal,Hyderabad,184,4,25.0,25.59
Peas,Hyderabad,101,5,39.5,45.97
Peas,Pune,126,4,56.0,60.33
Beans,Mumbai,105,6,45.0,54.19
Brinjal,Pune,418,6,20.0,21.4
Tomato,Hyderabad,213,7,21.0,23.73
Cabbage,Hyderabad,249,10,23.0,26.87
Cauliflower,Delhi,171,4,27.0,28.42
Carrot,Patna,202,7,22.5,24.08
Potato,Bangalore,357,5,24.5,27.43
Cauliflower,Mumbai,67,6,23.0,27.33
Carrot,Delhi,254,7,38.0,42.57
Peas,Hyderabad,246,7,49.0,55.17
Beans,Patna,129,6,36.0,37.97
Cauliflower,Bangalore,259,6,35.5,39.6
Peas,Mumbai,230,8,42.5,52.1
Potato,Patna,715,7,18.0,18.59
Potato,Pune,666,6,15.0,16.55
Tomato,Kolkata,1098,5,23.5,23.58
Onion,Patna,631,3,18.5,18.73
Carrot,Patna,87,5,31.5,34.39
Tomato,Chennai,190,5,18.0,19.55
Onion,Bangalore,206,6,30.5,36.07
Tomato,Hyderabad,496,5,22.0,22.7
Spinach,Mumbai,100,6,25.5,28.85
Cauliflower,Chennai,1342,7,32.5,34.47
Potato,Pune,414,6,19.0,20.47
Tomato,Chennai,706,2,18.0,17.53
Potato,Chennai,1187,7,16.0,17.98
Beans,Delhi,63,3,35.0,40.1
Peas,Patna,103,7,30.5,36.17
Cabbage,Mumbai,483,5,22.0,23.94
Cabbage,Mumbai,260,5,18.0,19.79
Beans,Kolkata,155,7,51.5,58.65
Cauliflower,Hyderabad,679,4,25.5,26.76
Peas,Delhi,449,8,68.5,82.27
Cabbage,Delhi,403,3,20.5,22.06
Potato,Bangalore,331,9,24.5,29.15
Brinjal,Patna,434,4,27.0,26.71
Brinjal,Bangalore,234,7,31.0,34.87
Potato,Kolkata,157,6,13.5,14.95
Carrot,Kolkata,188,6,29.5,31.98
Brinjal,Delhi,107,8,28.0,31.7
Brinjal,Kolkata,292,6,26.5,28.23
Peas,Patna,108,5,56.5,61.84
Beans,Chennai,50,6,48.5,55.42
Peas,Pune,117,8,52.0,62.86
Tomato,Patna,102,4,23.5,24.76
Tomato,Kolkata,208,4,34.5,35.63
Cauliflower,Mumbai,206,7,25.0,29.41
Peas,Kolkata,377,5,32.0,35.18
Brinjal,Kolkata,313,6,18.5,19.8
Beans,Hyderabad,26,9,56.5,68.5
Beans,Delhi,126,6,54.0,62.84
Beans,Bangalore,131,6,51.5,61.82
Cauliflower,Patna,277,3,23.0,22.93
Cauliflower,Hyderabad,376,6,31.0,34.66
Tomato,Mumbai,248,2,25.5,25.64
Potato,Patna,353,1,16.0,15.52
Cabbage,Bangalore,291,8,19.5,23.27
Potato,Patna,296,4,15.0,15.04
Beans,Hyderabad,282,5,47.0,53.3
Beans,Patna,343,4,27.5,27.44
Brinjal,Delhi,102,3,25.5,27.94
Cauliflower,Hyderabad,223,7,24.0,26.85
Brinjal,Kolkata,188,6,30.5,32.94
Tomato,Delhi,125,4,22.5,23.93
Cabbage,Hyderabad,369,10,15.0,17.23
Carrot,Chennai,117,8,35.0,40.44
Carrot,Bangalore,169,4,43.0,47.32
Beans,Chennai,58,10,50.0,63.0
Peas,Pune,255,5,46.0,50.7
Carrot,Delhi,161,4,33.5,37.53
Brinjal,Hyderabad,566,4,24.0,25.33
Onion,Pune,628,4,20.5,20.71
Carrot,Bangalore,438,10,40.5,48.79
Potato,Mumbai,268,6,19.0,21.76
Brinjal,Chennai,322,6,28.0,30.89
Tomato,Mumbai,268,7,28.0,31.23
Brinjal,Bangalore,100,5,31.5,35.39
Carrot,Kolkata,330,7,38.0,42.2
Beans,Chennai,219,1,38.0,40.38
Tomato,Hyderabad,328,10,28.5,33.11
Peas,Chennai,222,6,35.0,39.93
Potato,Chennai,795,2,20.5,20.37
Onion,Mumbai,595,6,39.0,44.01
Carrot,Patna,361,8,36.0,39.34
Brinjal,Mumbai,351,6,30.0,34.35
Cauliflower,Kolkata,382,10,34.0,38.77
Tomato,Mumbai,718,4,25.5,26.91
Spinach,Pune,73,7,21.5,23.59
Beans,Bangalore,153,6,34.0,40.84
Carrot,Chennai,190,3,37.5,40.54
Carrot,Pune,131,5,39.5,46.45
Onion,Kolkata,192,10,35.5,42.57
Cabbage,Kolkata,193,2,18.5,18.7
Cauliflower,Chennai,194,4,20.5,21.81
Spinach,Delhi,288,3,22.5,23.93
Brinjal,Kolkata,321,1,26.0,24.7
Potato,Delhi,874,8,17.5,20.07
Brinjal,Patna,111,4,25.5,25.38
Onion,Bangalore,562,9,42.0,51.11
Carrot,Hyderabad,455,9,34.5,39.14
Tomato,Patna,486,6,22.5,23.14
Cabbage,Chennai,241,6,20.0,21.65
Onion,Chennai,491,8,34.0,38.77
Beans,Bangalore,234,9,46.0,54.59
Cabbage,Chennai,781,10,19.0,22.07
Brinjal,Kolkata,243,8,26.0,28.75
Beans,Delhi,80,6,43.0,51.64
Cabbage,Chennai,287,8,22.0,25.42
Tomato,Bangalore,354,7,36.0,39.87
Spinach,Kolkata,16,4,16.0,16.9
Peas,Patna,206,2,40.0,41.42
Peas,Bangalore,344,5,50.0,56.91
Cauliflower,Mumbai,425,7,18.0,20.45
Onion,Hyderabad,605,4,32.5,35.13
Onion,Chennai,445,4,22.5,24.34
Cauliflower,Delhi,117,6,37.5,41.78
Carrot,Chennai,114,3,27.5,28.34
Onion,Mumbai,530,6,40.0,46.31
Carrot,Delhi,222,3,28.5,30.69
Cabbage,Chennai,260,9,15.5,18.38
Potato,Chennai,966,6,21.0,23.16
Onion,Patna,662,6,16.5,16.96
Tomato,Hyderabad,350,5,28.5,30.43
Beans,Bangalore,39,8,46.5,59.57
Brinjal,Pune,386,5,26.5,28.04
Tomato,Kolkata,349,4,19.0,19.03
Carrot,Pune,511,7,42.5,45.14
Beans,Chennai,213,7,51.5,59.45
Brinjal,Patna,224,5,21.0,21.73
Cabbage,Patna,1308,3,13.5,12.82
Cauliflower,Kolkata,168,5,20.0,21.46
Brinjal,Patna,200,4,19.5,20.08
Carrot,Mumbai,306,6,44.0,50.51
Onion,Hyderabad,370,6,24.0,27.3
Onion,Mumbai,1032,5,25.0,27.62
Carrot,Delhi,200,7,41.5,46.77
Tomato,Kolkata,49,5,27.0,29.16
Carrot,Bangalore,392,10,39.5,47.43
Cauliflower,Patna,122,8,28.0,30.41
Beans,Bangalore,33,8,54.0,67.47
Brinjal,Patna,136,8,22.0,23.87
Cabbage,Bangalore,161,3,17.5,18.49
Onion,Kolkata,503,8,35.0,39.71
Onion,Chennai,1772,7,29.5,32.72
Beans,Mumbai,73,6,51.5,62.86
Spinach,Patna,37,2,15.5,15.39
Spinach,Hyderabad,66,3,14.5,15.5
Brinjal,Hyderabad,355,6,30.0,32.69
Cabbage,Hyderabad,146,5,21.0,22.46
Spinach,Pune,192,6,15.0,15.67
Peas,Chennai,72,9,68.5,83.11
Cauliflower,Delhi,486,8,24.5,28.0
Potato,Bangalore,347,2,17.0,18.04
Tomato,Kolkata,131,6,19.0,20.34
Onion,Delhi,578,9,40.5,47.41
Spinach,Chennai,20,7,22.5,25.2
Tomato,Bangalore,875,7,28.0,30.84
Cauliflower,Bangalore,217,4,28.0,30.3
Potato,Hyderabad,717,5,20.0,21.54
Carrot,Chennai,96,5,44.5,50.09
Onion,Delhi,113,5,21.5,24.19
Cabbage,Delhi,653,6,22.5,24.37
Beans,Bangalore,234,7,31.5,38.3
Onion,Chennai,671,4,27.5,29.71
Beans,Patna,147,4,44.5,47.51
Tomato,Bangalore,163,3,28.0,30.02
Carrot,Delhi,168,7,37.0,42.58
Potato,Bangalore,304,5,18.0,20.02
Cauliflower,Pune,363,7,18.5,19.74
Tomato,Hyderabad,350,3,20.0,19.8
Carrot,Hyderabad,117,8,45.0,52.82
Onion,Bangalore,658,8,39.0,46.87
Beans,Mumbai,190,9,59.5,74.37
Beans,Hyderabad,194,6,32.5,36.39
Spinach,Hyderabad,161,5,25.0,26.25
Beans,Bangalore,167,4,35.0,37.9
Beans,Delhi,496,6,37.0,41.94
Cauliflower,Delhi,240,4,29.0,31.61
Peas,Chennai,161,4,65.0,73.67
Carrot,Pune,171,5,36.5,39.97
Peas,Patna,355,6,38.5,40.77
Brinjal,Patna,87,10,23.5,25.89
Tomato,Bangalore,675,3,27.5,28.97
Carrot,Kolkata,111,4,25.5,28.06
Cauliflower,Mumbai,81,8,21.0,24.56
Onion,Bangalore,919,1,27.5,27.5
Beans,Patna,40,5,45.5,51.37
Tomato,Kolkata,263,8,22.5,24.44
Beans,Pune,121,8,44.5,53.5
Potato,Pune,375,9,24.5,28.26
Onion,Delhi,237,7,35.5,41.37
Potato,Mumbai,214,8,16.5,20.16
Cabbage,Delhi,311,7,14.5,17.1
Cabbage,Bangalore,268,3,15.0,16.19
Tomato,Hyderabad,392,2,27.0,26.79
Cabbage,Chennai,662,1,13.0,12.85
Carrot,Mumbai,143,9,55.0,69.16
Cabbage,Chennai,950,7,22.0,24.57
Tomato,Pune,173,7,30.5,34.11
Carrot,Pune,465,9,45.5,53.84
Onion,Hyderabad,380,6,33.0,36.67
Potato,Delhi,453,8,19.5,22.48
Cauliflower,Patna,256,4,15.5,15.39
Cauliflower,Hyderabad,342,9,30.0,33.45
Peas,Mumbai,262,10,65.0,81.54
Onion,Mumbai,703,8,30.5,35.39
Onion,Hyderabad,1034,2,22.5,23.44
Brinjal,Bangalore,182,10,34.5,42.49
Onion,Chennai,1280,7,23.0,25.26
Peas,Delhi,669,7,70.0,80.12
Spinach,Chennai,70,5,21.0,22.29
Cauliflower,Bangalore,267,9,31.5,37.68
Carrot,Bangalore,413,3,31.0,33.32
Potato,Bangalore,1466,10,21.0,25.28
Onion,Bangalore,771,3,23.5,25.16
Tomato,Hyderabad,682,8,29.0,30.73
Carrot,Chennai,283,9,43.0,52.53
Cauliflower,Pune,562,4,25.5,25.73
Cauliflower,Mumbai,813,9,34.5,40.3
Spinach,Chennai,84,5,19.0,20.12
Cabbage,Delhi,646,4,17.5,18.68
Beans,Kolkata,177,7,34.5,40.27
Peas,Bangalore,124,4,36.0,41.35
Spinach,Pune,115,6,25.0,25.8
Cauliflower,Delhi,241,7,19.5,21.87
Cauliflower,Pune,228,6,34.5,37.38
Spinach,Mumbai,108,7,23.5,26.61
Onion,Bangalore,833,6,36.5,41.85
Onion,Bangalore,277,5,37.0,42.79
Spinach,Delhi,79,4,15.5,16.69
Cauliflower,Delhi,332,8,23.0,27.77
Potato,Chennai,218,7,19.0,21.81
Peas,Bangalore,307,9,67.0,84.58
Cauliflower,Hyderabad,432,6,28.0,29.39
Brinjal,Hyderabad,193,5,29.5,30.81
Peas,Bangalore,86,5,38.0,43.98
Onion,Kolkata,142,5,33.5,36.8
Potato,Hyderabad,518,2,15.5,15.81
Carrot,Pune,342,6,38.0,41.66
Tomato,Hyderabad,240,8,22.0,24.59
Tomato,Delhi,409,9,33.0,38.72
Beans,Patna,83,4,41.0,43.26
Onion,Chennai,515,8,21.0,24.38
Cauliflower,Bangalore,277,3,21.0,22.05
Onion,Hyderabad,819,2,21.5,22.13
Cabbage,Kolkata,1210,3,17.0,17.13
Cauliflower,Bangalore,270,4,24.0,26.31
Peas,Delhi,127,9,58.5,72.83
Carrot,Mumbai,113,5,32.0,37.05
Spinach,Patna,233,6,18.5,18.69
Cauliflower,Patna,287,6,26.0,27.2
Cauliflower,Patna,69,4,16.5,16.95
Beans,Chennai,140,8,56.5,68.2
Tomato,Pune,190,6,31.0,34.08
Potato,Patna,878,2,17.0,16.15
Peas,Patna,184,4,49.0,51.19
Brinjal,Hyderabad,88,8,29.0,34.11
Carrot,Bangalore,105,6,46.0,52.97
Beans,Kolkata,120,6,39.5,43.87
Potato,Delhi,364,10,20.0,24.41
Brinjal,Pune,439,4,20.5,21.37
Tomato,Chennai,264,5,19.0,21.48
Cauliflower,Pune,282,4,21.5,22.64
Tomato,Mumbai,109,8,22.5,26.93
Beans,Pune,221,5,53.0,58.67
Cauliflower,Delhi,473,3,30.0,32.6
Peas,Bangalore,189,8,46.5,56.76
Carrot,Patna,162,3,27.0,26.5
Cabbage,Pune,184,2,17.5,17.71
Potato,Hyderabad,413,10,17.0,20.15
Carrot,Patna,148,3,36.5,37.89
Spinach,Patna,113,6,19.5,20.15
Onion,Delhi,662,8,22.0,25.16
Peas,Patna,286,3,36.5,36.27
Spinach,Kolkata,11,1,17.5,16.86
Onion,Hyderabad,700,5,20.0,21.16
Carrot,Bangalore,153,8,43.0,52.32
Cauliflower,Patna,242,7,17.5,18.34
Peas,Kolkata,202,4,49.5,52.81
Peas,Kolkata,113,10,62.5,76.81
Beans,Delhi,86,1,33.5,36.18
Tomato,Chennai,523,7,36.5,40.03
Carrot,Delhi,375,7,41.0,47.66
Cabbage,Hyderabad,513,6,18.5,20.1
Onion,Mumbai,571,10,41.0,48.73
Brinjal,Bangalore,259,3,30.0,32.42
Beans,Pune,57,5,34.5,38.6
Tomato,Patna,371,5,15.0,14.32
Potato,Kolkata,476,10,21.5,24.52
Spinach,Delhi,41,4,18.0,19.82
Cabbage,Hyderabad,513,7,19.0,20.56
Beans,Mumbai,126,8,30.0,36.8
Spinach,Delhi,86,6,17.5,19.06
Potato,Bangalore,316,1,19.0,19.06
Cabbage,Hyderabad,1137,3,15.5,15.68
Brinjal,Hyderabad,209,9,29.5,35.43
Brinjal,Mumbai,124,6,23.5,27.64
Beans,Bangalore,253,3,58.0,65.36
Spinach,Chennai,148,1,16.5,15.92
Beans,Patna,156,2,37.5,36.31
Cauliflower,Delhi,250,10,32.0,37.53
Tomato,Chennai,176,5,21.0,22.77
Carrot,Mumbai,174,8,37.0,43.3
Potato,Mumbai,1369,8,21.0,24.66
Potato,Mumbai,178,7,18.0,20.64
Cauliflower,Mumbai,291,6,32.0,36.2
Tomato,Chennai,485,9,33.5,36.7
Brinjal,Kolkata,234,2,28.5,27.93
Potato,Pune,260,3,18.5,19.31
Cabbage,Chennai,318,6,21.5,23.87
Spinach,Delhi,208,6,21.5,23.79
Peas,Patna,130,4,24.5,26.5
Peas,Kolkata,163,6,41.5,45.89
Spinach,Delhi,222,5,22.0,24.58
Onion,Kolkata,408,8,19.5,22.13
Peas,Chennai,175,4,37.0,40.59
Spinach,Patna,87,6,16.0,16.79
Brinjal,Hyderabad,248,4,27.0,28.48
Cabbage,Patna,630,4,15.5,15.56
Tomato,Bangalore,454,6,31.0,33.69
Spinach,Chennai,296,8,25.0,27.17
Onion,Chennai,1043,7,32.5,38.34
Spinach,Mumbai,31,2,31.5,33.95
Tomato,Patna,431,5,18.0,17.75
Onion,Hyderabad,351,5,27.5,30.36
Onion,Pune,214,5,34.0,36.42
Brinjal,Mumbai,515,7,25.5,29.15
Spinach,Pune,32,5,25.0,26.6
Spinach,Mumbai,16,8,27.0,32.79
Peas,Bangalore,60,9,34.0,43.67
Cauliflower,Delhi,1044,8,34.5,39.04
Cauliflower,Hyderabad,416,8,30.0,34.33
Tomato,Delhi,969,6,31.0,33.59
Spinach,Mumbai,38,8,19.5,23.26
Beans,Patna,357,2,27.0,26.96
Onion,Chennai,941,10,36.5,43.73
Brinjal,Chennai,152,10,32.5,39.07
Cauliflower,Hyderabad,197,5,23.5,25.48
Cabbage,Pune,260,7,21.5,23.83
Peas,Hyderabad,153,7,63.5,72.29
Tomato,Kolkata,647,4,20.0,19.78
Carrot,Kolkata,237,1,27.0,27.47
Tomato,Chennai,1121,5,27.0,28.12
Spinach,Delhi,97,4,26.0,28.26
Onion,Kolkata,697,9,23.0,26.75
Onion,Kolkata,748,3,25.5,25.69
Beans,Mumbai,104,2,35.0,39.12
Brinjal,Patna,507,1,22.0,20.9
Beans,Kolkata,94,9,48.5,58.35
Onion,Kolkata,673,7,26.5,28.79
Onion,Hyderabad,1555,7,24.0,26.75
Onion,Delhi,451,4,33.0,36.03
Brinjal,Pune,221,5,24.0,25.72
Spinach,Hyderabad,136,5,16.5,17.49
Onion,Bangalore,674,7,36.0,40.63
Carrot,Pune,414,7,38.0,41.76
Onion,Patna,407,9,23.5,25.86
Carrot,Patna,584,8,34.5,36.97
Carrot,Kolkata,493,5,28.0,29.42
Tomato,Kolkata,906,3,16.5,15.86
Brinjal,Kolkata,323,7,31.0,33.26
Tomato,Hyderabad,93,1,27.5,27.75
Cabbage,Delhi,475,5,15.0,16.52
Beans,Chennai,122,7,47.0,54.84
Potato,Kolkata,245,4,14.5,15.44
Peas,Kolkata,216,5,55.5,61.64
Potato,Bangalore,516,6,16.0,18.1
Brinjal,Chennai,316,6,28.0,31.21
Beans,Mumbai,47,3,38.0,45.23
Cauliflower,Chennai,305,7,32.5,36.52
Cauliflower,Patna,387,1,17.0,16.15
Carrot,Hyderabad,199,4,27.0,28.58
Peas,Bangalore,183,2,49.5,54.68
Spinach,Kolkata,245,4,16.5,16.99
Beans,Chennai,154,5,30.0,33.73
Brinjal,Pune,229,8,27.5,30.25
Onion,Patna,961,4,23.5,23.81
Beans,Bangalore,293,7,32.0,36.76
Cabbage,Mumbai,267,9,24.5,29.52
Peas,Kolkata,94,5,28.5,32.57
Beans,Chennai,177,4,45.0,49.42
Potato,Chennai,324,4,15.5,16.23
Tomato,Bangalore,796,6,26.5,28.53
Cabbage,Bangalore,277,5,21.0,23.74
Carrot,Delhi,1474,7,44.5,51.11
Peas,Mumbai,156,10,72.0,89.33
Cabbage,Chennai,236,9,25.0,28.72
